GOID,ORF,Gene,ORFDesc,Known Terms,Predicted Term,Type,Nt,p80,Pinit,Pmrf,Deg,LDeg,TDeg,Etdeg,Imp
3723,YKL059C,MPE1,,f:?; c:mRNA cleavage and polyadenylation specificity factor complex; p:mRNA polyadenylation; p:mRNA cleavage,RNA binding,f,230,0.7,1,1,15,14,10,11,Y
30363,YKL059C,MPE1,,f:?; c:mRNA cleavage and polyadenylation specificity factor complex; p:mRNA polyadenylation; p:mRNA cleavage,pre-mRNA cleavage factor,f,13,0.4,1,1,15,14,10,11,Y
30364,YKL059C,MPE1,,f:?; c:mRNA cleavage and polyadenylation specificity factor complex; p:mRNA polyadenylation; p:mRNA cleavage,cleavage/polyadenylation specificity factor,f,13,0.4,1,1,15,14,10,11,N
5198,YKL061W,YKL061W,,p:?; f:?; c:?,structural molecule,f,224,0.9,0.82808,0.97433,8,6,3,4.082,N
5643,YKL061W,YKL061W,,p:?; f:?; c:?,nuclear pore,c,42,0.7,0.95027,0.99121,8,6,3,3.587,N
6886,YKL061W,YKL061W,,p:?; f:?; c:?,intracellular protein transport,p,253,0.8,0.97349,0.99824,8,6,4,5.3571,N
3723,YKL095W,YJU2,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.3006,1,28,20,7,14.9017,N
8380,YKL095W,YJU2,,p:?; f:?; c:?,RNA splicing,p,86,0.9,0.99999,1,28,25,10,11.506,N
16070,YKL095W,YJU2,,p:?; f:?; c:?,RNA metabolism,p,256,0.9,0.9955,0.99966,28,25,10,11.4441,Y
16563,YKL095W,YJU2,,p:?; f:?; c:?,transcriptional activator,f,26,0.6,0.0034381,1,28,20,1,8.0179,N
30529,YKL095W,YJU2,,p:?; f:?; c:?,ribonucleoprotein complex,c,165,0.9,1,1,28,24,12,13.6664,N
3700,YKL137W,YKL137W,,p:?; f:?; c:?,transcription factor,f,213,0.7,0.23752,0.7286,3,2,1,2,Y
3701,YKL137W,YKL137W,,p:?; f:?; c:?,RNA polymerase I transcription factor,f,8,0.1,0.14494,0.14316,3,2,1,1,N
30515,YKL143W,LTV1,,f:?; p:response to stress; c:?,snoRNA binding,f,28,0.5,0.00055993,0.9689,9,6,0,3,N
3723,YKL172W,EBP2,nucleolar protein,f:?; c:nucleolus; p:rRNA processing,RNA binding,f,230,0.7,0.037245,0.99427,7,3,1,5,N
3735,YKL191W,DPH2,,f:?; c:?; p:peptidyl-diphthamide biosynthesis from peptidyl-histidine,structural constituent of ribosome,f,128,0.6,0.50028,0.61038,2,1,1,1.2501,N
3899,YKL213C,DOA1,,f:?; p:ubiquitin-dependent protein catabolism; c:?,DNA-directed RNA polymerase,f,31,0.5,0.99323,0.99413,6,4,3,3.0556,N
16779,YKL213C,DOA1,,f:?; p:ubiquitin-dependent protein catabolism; c:?,nucleotidyltransferase,f,63,0.6,0.98184,0.98566,6,4,3,3.1116,Y
3902,YKL218C,SRY1,"pyridoxal-5'phosphate-dependent enzyme, similar to mouse glial serine racemase",p:?; f:?; c:?,DNA-directed RNA polymerase III,f,16,0.2,0.26539,0.26539,1,1,1,1,N
4540,YKL222C,YKL222C,,p:?; f:?; c:?,ribonuclease,f,44,0.3,0.37212,0.37212,1,1,1,1,N
3723,YKR060W,YKR060W,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.11103,0.98352,5,1,1,4.0317,Y
30515,YKR060W,YKR060W,,p:?; f:?; c:?,snoRNA binding,f,28,0.5,0.084821,0.99983,5,1,1,4.0539,N
30529,YKR060W,YKR060W,,p:?; f:?; c:?,ribonucleoprotein complex,c,165,0.9,0.059349,0.90071,5,3,1,3,N
5478,YKR068C,BET3,transport protein particle (TRAPP) component,f:?; p:ER to Golgi transport; c:TRAPP,intracellular transporter,f,25,0.6,0.95173,1,20,10,4,13.0068,Y
5484,YKR068C,BET3,transport protein particle (TRAPP) component,f:?; p:ER to Golgi transport; c:TRAPP,SNAP receptor,f,22,0.9,0.3688,1,20,10,3,12.0146,N
3723,YKR081C,RPF2,,p:ribosomal large subunit assembly and maintenance; f:?; c:nucleolus,RNA binding,f,230,0.7,0.00047366,1,45,22,7,29.3443,N
3735,YLL027W,ISA1,,f:?; c:mitochondrial matrix; p:iron transport,structural constituent of ribosome,f,128,0.6,0.96572,0.95847,3,2,2,2,N
3723,YLL036C,PRP19,RNA splicing factor,f:?; c:nucleus; c:spliceosome complex; c:cytoplasm; p:mRNA splicing,RNA binding,f,230,0.7,0.5086,1,10,4,3,8.9928,N
16563,YLL036C,PRP19,RNA splicing factor,f:?; c:nucleus; c:spliceosome complex; c:cytoplasm; p:mRNA splicing,transcriptional activator,f,26,0.6,0.077875,1,10,4,1,6.9999,N
22,YLL051C,FRE6,,p:?; f:ferric-chelate reductase; c:?,mitotic spindle elongation,p,16,0.2,0.27825,0.27825,2,2,1,1,N
5680,YLL051C,FRE6,,p:?; f:ferric-chelate reductase; c:?,anaphase-promoting complex,c,13,0.1,0.27665,0.27665,2,2,1,1,N
7091,YLL051C,FRE6,,p:?; f:ferric-chelate reductase; c:?,mitotic metaphase/anaphase transition,p,13,0.1,0.27994,0.27994,2,2,1,1,N
8054,YLL051C,FRE6,,p:?; f:ferric-chelate reductase; c:?,cyclin catabolism,p,14,0.1,0.28367,0.28367,2,2,1,1,N
3723,YLR009W,RLP24,part of a pre-60S complex,f:?; c:?; p:ribosomal large subunit biogenesis,RNA binding,f,230,0.7,0.07582,0.84601,5,3,1,3,N
3723,YLR037C,DAN2,putative cell wall protein,p:?; f:?; c:cell wall (sensu Fungi),RNA binding,f,230,0.7,0.68429,0.90185,3,2,2,2.7155,N
5819,YLR072W,YLR072W,,p:?; f:?; c:?,spindle,c,12,0.2,0.21424,0.21202,2,1,1,1.0046,N
151,YLR097C,YLR097C,,p:?; f:?; c:?,ubiquitin ligase complex,c,21,0.4,0.65446,0.99544,6,5,2,2.9322,Y
152,YLR097C,YLR097C,,p:?; f:?; c:?,nuclear ubiquitin ligase complex,c,19,0.7,0.64733,0.99468,6,5,2,2.922,N
6508,YLR097C,YLR097C,,p:?; f:?; c:?,proteolysis and peptidolysis,p,101,0.5,0.4602,0.69865,6,5,2,2.4633,Y
19941,YLR097C,YLR097C,,p:?; f:?; c:?,protein-ligand dependent protein catabolism,p,82,0.6,0.43871,0.66507,6,5,2,2.418,N
30163,YLR097C,YLR097C,,p:?; f:?; c:?,protein catabolism,p,112,0.6,0.42955,0.61574,6,5,2,2.3701,Y
3723,YLR117C,CLF1,pre-mRNA splicing factor,f:?; c:spliceosome complex; p:cell cycle; p:RNA splicing,RNA binding,f,230,0.7,0.95785,1,18,8,6,13.7545,N
16563,YLR117C,CLF1,pre-mRNA splicing factor,f:?; c:spliceosome complex; p:cell cycle; p:RNA splicing,transcriptional activator,f,26,0.6,0.022423,1,18,8,1,9.8071,N
5524,YLR176C,RFX1,,p:?; f:?; c:nucleus; c:cytoplasm,ATP binding,f,140,0.9,0.74884,0.98166,11,8,4,6.362,Y
6997,YLR176C,RFX1,,p:?; f:?; c:nucleus; c:cytoplasm,nuclear organization and biogenesis,p,187,0.9,0.9864,0.99701,11,10,6,6.9802,N
16887,YLR176C,RFX1,,p:?; f:?; c:nucleus; c:cytoplasm,ATPase,f,135,0.9,0.76153,0.98505,11,8,4,6.3934,N
30554,YLR176C,RFX1,,p:?; f:?; c:nucleus; c:cytoplasm,adenyl nucleotide binding,f,140,0.9,0.74884,0.98166,11,8,4,6.362,Y
3723,YLR183C,TOS4,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.27835,0.71554,2,1,1,1.9019,N
3723,YLR186W,EMG1,ribosome biogenesis,p:?; f:?; c:cytoplasm,RNA binding,f,230,0.7,0.014569,0.94834,9,4,1,4.5355,Y
30515,YLR186W,EMG1,ribosome biogenesis,p:?; f:?; c:cytoplasm,snoRNA binding,f,28,0.5,0.023594,0.99967,9,4,1,4.2426,N
5762,YLR189C,UGT51,UDP-glucose:sterol glucosyltransferase,c:?; p:sterol metabolism; f:sterol glucosyltransferase,mitochondrial large ribosomal subunit,c,35,0.8,0.99339,0.99339,2,2,2,2,N
5045,YLR198C,YLR198C,,p:?; f:?; c:?,endoplasmic reticulum receptor,f,6,0.2,0.26871,0.26597,2,1,1,1.0001,N
5774,YLR203C,MSS51,,f:?; p:mRNA processing; p:protein biosynthesis; c:?,vacuolar membrane,c,32,0.8,0.92029,0.92029,2,2,2,2,N
5198,YLR208W,SEC13,"nuclear pore complex subunit, protein involved in release of transport vesicles from the ER",f:?; c:nuclear pore; c:cytoplasm; p:ER to Golgi transport; p:non-selective vesicle assembly; c:extrinsic plasma membrane protein; c:COPII vesicle coat,structural molecule,f,224,0.9,0.99964,0.99985,22,16,8,8.908,N
3723,YLR221C,RSA3,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.15389,0.78597,4,1,1,2.5724,N
151,YLR224W,YLR224W,,p:?; f:?; c:?,ubiquitin ligase complex,c,21,0.4,0.97918,0.97918,2,2,2,2,N
3902,YLR266C,PDR8,zinc finger transcription factor,p:?; f:?; c:?,DNA-directed RNA polymerase III,f,16,0.2,0.26539,0.26539,1,1,1,1,N
3723,YLR269C,YLR269C,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.94663,0.94663,3,3,3,3,N
16070,YLR269C,YLR269C,,p:?; f:?; c:?,RNA metabolism,p,256,0.9,0.93032,0.93032,3,3,3,3,N
3735,YLR287C,YLR287C,,p:?; f:?; c:?,structural constituent of ribosome,f,128,0.6,0.96572,0.95847,3,2,2,2,N
6414,YLR287C,YLR287C,,p:?; f:?; c:?,translational elongation,p,15,0.3,0.91439,0.91295,3,2,2,2.0004,N
151,YLR289W,GUF1,GTPase,p:?; f:GTPase; c:?,ubiquitin ligase complex,c,21,0.4,0.054672,0.93222,4,2,1,2.0722,Y
152,YLR289W,GUF1,GTPase,p:?; f:GTPase; c:?,nuclear ubiquitin ligase complex,c,19,0.7,0.052951,0.92197,4,2,1,2.0639,N
151,YLR306W,UBC12,ubiquitin-conjugating enzyme,p:polyubiquitination; f:ubiquitin conjugating enzyme; p:monoubiquitination; c:?; p:RUB1-protein conjugation,ubiquitin ligase complex,c,21,0.4,0.054672,0.99937,4,2,1,2.9948,Y
152,YLR306W,UBC12,ubiquitin-conjugating enzyme,p:polyubiquitination; f:ubiquitin conjugating enzyme; p:monoubiquitination; c:?; p:RUB1-protein conjugation,nuclear ubiquitin ligase complex,c,19,0.7,0.052951,0.99924,4,2,1,2.9939,N
7029,YLR343W,YLR343W,,p:?; f:?; c:?,ER organization and biogenesis,p,10,0.3,0.32508,0.32508,1,1,1,1,Y
45047,YLR343W,YLR343W,,p:?; f:?; c:?,protein-ER targeting,p,9,0.3,0.33054,0.33054,1,1,1,1,N
6893,YLR351C,NIT3,,p:?; f:nitrilase; c:?,Golgi to plasma membrane transport,p,19,0.4,0.45692,0.45692,1,1,1,1,N
151,YLR352W,YLR352W,,p:?; f:?; c:?,ubiquitin ligase complex,c,21,0.4,0.81028,0.81109,5,4,2,2.0089,Y
152,YLR352W,YLR352W,,p:?; f:?; c:?,nuclear ubiquitin ligase complex,c,19,0.7,0.79923,0.8009,5,4,2,2.0087,N
6508,YLR352W,YLR352W,,p:?; f:?; c:?,proteolysis and peptidolysis,p,101,0.5,0.57685,0.57685,5,5,2,2,N
3700,YLR358C,YLR358C,,p:?; f:?; c:?,transcription factor,f,213,0.7,0.7286,0.7286,3,3,2,2,N
30528,YLR358C,YLR358C,,p:?; f:?; c:?,transcription regulator,f,245,0.6,0.76425,0.76425,3,3,2,2,Y
3723,YLR409C,UTP21,U3 snoRNP protein,p:?; f:?; c:?,RNA binding,f,230,0.7,0.24045,0.99427,7,4,2,5,Y
16070,YLR409C,UTP21,U3 snoRNP protein,p:?; f:?; c:?,RNA metabolism,p,256,0.9,0.21301,0.93651,7,5,2,4,N
30515,YLR409C,UTP21,U3 snoRNP protein,p:?; f:?; c:?,snoRNA binding,f,28,0.5,0.042622,0.9996,7,4,1,4,N
30529,YLR409C,UTP21,U3 snoRNP protein,p:?; f:?; c:?,ribonucleoprotein complex,c,165,0.9,0.78992,0.99815,7,5,3,5,N
4298,YLR421C,RPN13,,f:?; c:19S proteasome regulatory particle; p:proteolysis and peptidolysis,threonine endopeptidase,f,30,0.2,0.80143,0.99993,4,2,2,3.9389,Y
4299,YLR421C,RPN13,,f:?; c:19S proteasome regulatory particle; p:proteolysis and peptidolysis,proteasome endopeptidase,f,30,0.2,0.80143,0.99993,4,2,2,3.9389,N
8233,YLR421C,RPN13,,f:?; c:19S proteasome regulatory particle; p:proteolysis and peptidolysis,peptidase,f,81,0.5,0.82234,0.99964,4,2,2,3.9167,Y
3723,YLR424W,YLR424W,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.72653,0.994,17,9,5,7.5149,N
3723,YLR427W,YLR427W,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.0013463,0.99784,26,18,4,10.2389,Y
3735,YLR435W,TSR2,,p:?; f:?; c:?,structural constituent of ribosome,f,128,0.6,0.91149,0.99872,5,3,2,3.1948,N
15935,YLR435W,TSR2,,p:?; f:?; c:?,small ribosomal subunit,c,56,0.5,0.91373,0.99713,5,3,2,2.89,N
3700,YLR446W,YLR446W,,p:?; f:?; c:?,transcription factor,f,213,0.7,0.3928,0.93815,8,4,2,3.5964,N
16070,YLR456W,YLR456W,,p:?; f:?; c:?,RNA metabolism,p,256,0.9,0.70578,0.94662,7,5,3,4.0153,N
5478,YML077W,BET5,TRAPP 18kDa component,f:?; p:ER to Golgi transport; c:TRAPP,intracellular transporter,f,25,0.6,0.44774,1,17,7,3,12.0278,Y
5484,YML077W,BET5,TRAPP 18kDa component,f:?; p:ER to Golgi transport; c:TRAPP,SNAP receptor,f,22,0.9,0.75453,1,17,7,3,12.0426,N
151,YML088W,UFO1,F-box protein,f:ubiquitin-protein ligase; p:ubiquitin-dependent protein catabolism; p:response to DNA damage; c:?,ubiquitin ligase complex,c,21,0.4,0.95424,0.95424,3,3,2,2,Y
152,YML088W,UFO1,F-box protein,f:ubiquitin-protein ligase; p:ubiquitin-dependent protein catabolism; p:response to DNA damage; c:?,nuclear ubiquitin ligase complex,c,19,0.7,0.94753,0.94753,3,3,2,2,N
8249,YML105C,SEC65,,"f:?; c:signal recognition particle; p:SRP-dependent, co-translational membrane targeting, signal sequence recognition",protein signal sequence binding,f,7,0.1,0.27505,0.27505,3,3,1,1,N
4129,YML125C,YML125C,,p:?; f:?; c:?,cytochrome c oxidase,f,7,0.1,0.44393,0.44393,2,2,1,1,N
5751,YML125C,YML125C,,p:?; f:?; c:?,respiratory chain complex IV (sensu Eukarya),c,7,0.3,0.4273,0.4273,2,2,1,1,N
15002,YML125C,YML125C,,p:?; f:?; c:?,heme-copper terminal oxidase,f,7,0.1,0.44393,0.44393,2,2,1,1,Y
16676,YML125C,YML125C,,p:?; f:?; c:?,"oxidoreductase, acting on heme group of donors, oxygen as acceptor",f,7,0.1,0.44393,0.44393,2,2,1,1,Y
145,YMR002W,YMR002W,,p:?; f:?; c:?,exocyst,c,8,0.2,0.36751,0.36751,2,2,1,1,N
8233,YMR025W,CSI1,Interacts with the CSN complex,p:protein deneddylation; f:?; c:signalosome complex,peptidase,f,81,0.5,0.047186,0.59052,6,4,1,2.0982,N
16070,YMR049C,ERB1,,p:?; f:?; c:?,RNA metabolism,p,256,0.9,0.0038328,0.95456,55,47,11,15.5483,N
5774,YMR071C,YMR071C,,p:?; f:?; c:?,vacuolar membrane,c,32,0.8,0.92029,0.92029,2,2,2,2,N
5667,YMR075W,RCO1,,p:?; f:?; c:?,transcription factor complex,c,91,0.4,0.8618,0.8618,3,3,2,2,N
3689,YMR078C,CTF18,,f:?; c:DNA replication factor C complex; p:sister chromatid cohesion,DNA clamp loader,f,6,0.8,0.99752,0.99866,7,5,3,3.1339,N
3887,YMR078C,CTF18,,f:?; c:DNA replication factor C complex; p:sister chromatid cohesion,DNA-directed DNA polymerase,f,20,0.3,0.81255,0.9207,7,5,2,2.1557,Y
3893,YMR078C,CTF18,,f:?; c:DNA replication factor C complex; p:sister chromatid cohesion,epsilon DNA polymerase,f,5,0.4,0.87062,0.93953,7,5,2,2.1133,N
3723,YMR116C,ASC1,G-beta like protein,p:?; f:?; c:cytoplasm,RNA binding,f,230,0.7,0.0044725,0.99898,20,12,3,9.0444,Y
30515,YMR116C,ASC1,G-beta like protein,p:?; f:?; c:cytoplasm,snoRNA binding,f,28,0.5,0.00060512,0.99999,20,12,1,6.2828,N
314,YMR158W,YMR158W,,p:?; f:?; c:?,organellar small ribosomal subunit,c,24,0.3,0.61238,0.61238,1,1,1,1,Y
5763,YMR158W,YMR158W,,p:?; f:?; c:?,mitochondrial small ribosomal subunit,c,24,0.3,0.61238,0.61238,1,1,1,1,N
3723,YMR213W,CEF1,protein complex component associated with the splicing factor Prp19p,f:?; c:spliceosome complex; p:mRNA splicing,RNA binding,f,230,0.7,0.99797,1,21,10,8,18.4497,N
16563,YMR213W,CEF1,protein complex component associated with the splicing factor Prp19p,f:?; c:spliceosome complex; p:mRNA splicing,transcriptional activator,f,26,0.6,0.013618,1,21,10,1,10.8775,N
4540,YMR266W,RSN1,,p:?; f:?; c:?,ribonuclease,f,44,0.3,0.37212,0.37212,1,1,1,1,N
3723,YMR288W,HSH155,,p:?; f:?; c:snRNP U2,RNA binding,f,230,0.7,0.99324,0.9999,8,6,5,7,N
8380,YMR288W,HSH155,,p:?; f:?; c:snRNP U2,RNA splicing,p,86,0.9,0.99937,0.99937,8,8,5,5,N
16070,YMR288W,HSH155,,p:?; f:?; c:snRNP U2,RNA metabolism,p,256,0.9,0.98729,0.98729,8,8,5,5,Y
16563,YMR288W,HSH155,,p:?; f:?; c:snRNP U2,transcriptional activator,f,26,0.6,0.094543,0.79893,8,6,1,2.0074,N
16070,YMR290C,HAS1,RNA-dependent helicase (putative),p:?; f:RNA helicase; c:nuclear membrane; c:nucleolus,RNA metabolism,p,256,0.9,0.94157,0.99984,25,21,8,11.1134,N
8565,YMR298W,YMR298W,,p:?; f:?; c:?,protein transporter,f,33,0.7,0.98198,0.98198,4,4,2,2,N
6772,YMR322C,YMR322C,,p:?; f:?; c:?,thiamin metabolism,p,15,0.2,0.99995,0.99998,4,3,3,3.1276,Y
8614,YMR322C,YMR322C,,p:?; f:?; c:?,pyridoxine metabolism,p,6,0.1,1,1,4,3,3,3.0329,N
9228,YMR322C,YMR322C,,p:?; f:?; c:?,thiamin biosynthesis,p,15,0.2,0.99995,0.99998,4,3,3,3.1276,N
42364,YMR322C,YMR322C,,p:?; f:?; c:?,water-soluble vitamin biosynthesis,p,25,0.4,0.99979,0.99991,4,3,3,3.1788,Y
3735,YNL041C,COG6,,f:?; p:intra-Golgi transport; c:Golgi transport complex,structural constituent of ribosome,f,128,0.6,0.62804,0.65434,8,6,2,2.2062,N
5198,YNL041C,COG6,,f:?; p:intra-Golgi transport; c:Golgi transport complex,structural molecule,f,224,0.9,0.97923,0.9934,8,6,4,4.6858,Y
5478,YNL044W,YIP3,,f:?; p:ER to Golgi transport; c:COPII-coated vesicle,intracellular transporter,f,25,0.6,0.0020343,0.99201,10,6,1,3.1021,Y
5484,YNL044W,YIP3,,f:?; p:ER to Golgi transport; c:COPII-coated vesicle,SNAP receptor,f,22,0.9,0.005749,0.99419,10,6,1,3.1164,N
6886,YNL086W,YNL086W,,p:?; f:?; c:?,intracellular protein transport,p,253,0.8,0.7034,0.99305,9,7,3,4.9513,N
123,YNL107W,YAF9,,f:?; p:chromatin silencing; c:?,histone acetyltransferase complex,c,41,0.5,0.9417,0.9417,3,3,2,2,N
5667,YNL107W,YAF9,,f:?; p:chromatin silencing; c:?,transcription factor complex,c,91,0.4,0.8618,0.8618,3,3,2,2,Y
3723,YNL110C,NOP15,ribosome biogenesis,f:?; c:nucleus; c:nucleolus; p:ribosomal large subunit biogenesis,RNA binding,f,230,0.7,0.010564,1,30,12,5,22.9945,N
3723,YNL132W,KRE33,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.00017218,0.99957,27,15,3,11.196,Y
30515,YNL132W,KRE33,,p:?; f:?; c:?,snoRNA binding,f,28,0.5,0.0025035,1,27,15,2,10.6365,N
30529,YNL132W,KRE33,,p:?; f:?; c:?,ribonucleoprotein complex,c,165,0.9,0.13761,0.99952,27,19,6,10.0746,N
16070,YNL175C,NOP13,,p:?; f:RNA binding; c:nucleoplasm; c:nucleolus,RNA metabolism,p,256,0.9,0.86729,0.99752,18,15,6,8.1395,N
3723,YNL182C,IPI3,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.00038414,0.99532,12,5,0,6.3553,N
16563,YNL201C,PSY2,,p:?; f:?; c:?,transcriptional activator,f,26,0.6,0.00066258,0.99907,17,8,0,3.9764,N
3723,YNL207W,RIO2,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.00011902,0.97792,14,7,0,6.183,Y
30515,YNL207W,RIO2,,p:?; f:?; c:?,snoRNA binding,f,28,0.5,0.00011674,1,14,7,0,6.494,N
30363,YNL222W,SSU72,,f:?; c:nucleus; p:transcription initiation from Pol II promoter,pre-mRNA cleavage factor,f,13,0.4,0.96004,0.96004,3,3,2,2,Y
30364,YNL222W,SSU72,,f:?; c:nucleus; p:transcription initiation from Pol II promoter,cleavage/polyadenylation specificity factor,f,13,0.4,0.96004,0.96004,3,3,2,2,N
5478,YNL263C,YIF1,,f:?; p:ER to Golgi transport; c:COPII-coated vesicle,intracellular transporter,f,25,0.6,0.034087,1,6,2,1,4.1023,Y
5484,YNL263C,YIF1,,f:?; p:ER to Golgi transport; c:COPII-coated vesicle,SNAP receptor,f,22,0.9,0.050247,1,6,2,1,4.1232,N
3743,YNL265C,IST1,,p:?; f:?; c:?,translation initiation factor,f,27,0.8,0.99995,0.99996,11,10,6,6.1341,N
8135,YNL265C,IST1,,p:?; f:?; c:?,"translation factor, nucleic acid binding",f,43,0.7,0.99985,0.9999,11,10,6,6.1597,Y
30529,YNL265C,IST1,,p:?; f:?; c:?,ribonucleoprotein complex,c,165,0.9,0.98527,0.9957,11,9,5,5.5927,N
45182,YNL265C,IST1,,p:?; f:?; c:?,translation regulator,f,48,0.7,0.99982,0.99988,11,10,6,6.1671,Y
30515,YNL287W,SEC21,"PEST sequence-containing protein, non-clathrin coat protein",f:?; p:ER to Golgi transport; p:retrograde (Golgi to ER) transport; c:COPI vesicle coat,snoRNA binding,f,28,0.5,0.00089423,0.50359,8,2,0,1.9768,N
175,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,3'-5' exoribonuclease,f,18,0.5,0.99835,0.99837,6,5,3,3.0092,N
3702,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,RNA polymerase II transcription factor,f,96,0.4,0.47218,0.44623,6,5,2,2.0057,N
3723,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,RNA binding,f,230,0.7,0.79047,0.89042,6,5,3,3.415,Y
4518,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,nuclease,f,68,0.5,0.96936,0.97224,6,5,3,3.0556,Y
4527,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,exonuclease,f,34,0.4,0.99489,0.9952,6,5,3,3.0275,Y
4540,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,ribonuclease,f,44,0.3,0.99274,0.99333,6,5,3,3.0375,Y
8408,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,3'-5' exonuclease,f,25,0.5,0.99796,0.99802,6,5,3,3.0148,Y
16788,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,"hydrolase, acting on ester bonds",f,157,0.7,0.81962,0.82579,6,5,3,3.083,Y
16896,YNL288W,CAF40,,f:?; p:regulation of transcription from Pol II promoter; c:CCR4-NOT complex,"exoribonuclease, producing 5'-phosphomonoesters",f,23,0.5,0.99752,0.99761,6,5,3,3.0163,Y
3723,YNL308C,KRI1,Krr1p binding protein,f:?; c:nucleolus; p:ribosome biogenesis,RNA binding,f,230,0.7,0.0017471,0.84788,13,7,1,5.0337,Y
30515,YNL308C,KRI1,Krr1p binding protein,f:?; c:nucleolus; p:ribosome biogenesis,snoRNA binding,f,28,0.5,0.00015844,0.9965,13,7,0,4.0155,N
6508,YNL311C,YNL311C,,p:?; f:?; c:?,proteolysis and peptidolysis,p,101,0.5,0.58587,0.53577,11,9,3,3.0042,N
3723,YNR054C,YNR054C,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.27835,0.75689,2,1,1,1.9941,N
6319,YOL030W,GAS5,,p:?; f:?; c:cell wall (sensu Fungi),Ty element transposition,p,12,0.5,0.00066739,0.51051,3,1,0,1.0451,N
4518,YOL044W,PEX15,44 kDa phosphorylated integral peroxisomal membrane protein,f:?; c:peroxisomal membrane; p:protein-peroxisome targeting; p:peroxisome organization and biogenesis,nuclease,f,68,0.5,0.80949,0.80949,3,3,2,2,N
3723,YOL077C,BRX1,,p:ribosomal large subunit assembly and maintenance; f:?; c:nucleolus,RNA binding,f,230,0.7,0.0085283,0.99994,11,3,1,8.0005,N
3743,YOL087C,YOL087C,,p:?; f:?; c:?,translation initiation factor,f,27,0.8,0.92862,0.92744,15,13,4,4.0124,N
8135,YOL087C,YOL087C,,p:?; f:?; c:?,"translation factor, nucleic acid binding",f,43,0.7,0.90303,0.90017,15,13,4,4.0169,Y
45182,YOL087C,YOL087C,,p:?; f:?; c:?,translation regulator,f,48,0.7,0.8969,0.89343,15,13,4,4.0181,Y
15935,YOL149W,DCP1,,p:deadenylation-dependent decapping; f:mRNA binding; p:mRNA catabolism; c:?; f:hydrolase,small ribosomal subunit,c,56,0.5,0.9318,0.99998,24,21,4,6.167,N
30529,YOL149W,DCP1,,p:deadenylation-dependent decapping; f:mRNA binding; p:mRNA catabolism; c:?; f:hydrolase,ribonucleoprotein complex,c,165,0.9,0.85886,0.98345,24,21,7,8.0465,N
3700,YOR047C,STD1,MTH1 homolog,f:?; c:nucleus; c:plasma membrane; p:glucose metabolism; p:regulation of transcription from Pol II promoter; p:signal transduction; p:salinity response,transcription factor,f,213,0.7,0.59076,0.99741,31,19,6,9.3943,Y
16563,YOR047C,STD1,MTH1 homolog,f:?; c:nucleus; c:plasma membrane; p:glucose metabolism; p:regulation of transcription from Pol II promoter; p:signal transduction; p:salinity response,transcriptional activator,f,26,0.6,0.99331,0.99999,31,19,4,5.9781,N
3723,YOR056C,NOB1,Associated with the 26S proteasome,f:?; c:26S proteasome; p:ATP-dependent proteolysis,RNA binding,f,230,0.7,0.0084225,0.96699,6,1,0,3.9772,Y
30515,YOR056C,NOB1,Associated with the 26S proteasome,f:?; c:26S proteasome; p:ATP-dependent proteolysis,snoRNA binding,f,28,0.5,0.0017146,0.99972,6,1,0,4.0035,N
147,YOR111W,YOR111W,,p:?; f:?; c:?,actin cortical patch assembly,p,10,0.9,0.93316,0.93316,2,2,2,2,N
3723,YOR145C,YOR145C,,p:?; f:?; c:cytoplasm,RNA binding,f,230,0.7,0.012218,0.98139,5,1,0,3.9779,Y
30515,YOR145C,YOR145C,,p:?; f:?; c:cytoplasm,snoRNA binding,f,28,0.5,0.0023258,0.9998,5,1,0,4,N
3723,YOR179C,YOR179C,,p:?; f:?; c:?,RNA binding,f,230,0.7,0.54675,0.90802,4,3,2,3,Y
6378,YOR179C,YOR179C,,p:?; f:?; c:?,mRNA polyadenylation,p,16,0.8,0.050846,0.90782,4,3,1,2,N
30363,YOR179C,YOR179C,,p:?; f:?; c:?,pre-mRNA cleavage factor,f,13,0.4,0.91935,0.99959,4,3,2,3,Y
